EER90453	GO:0005739	GO:0098542	GO:0046658	GO:0009506	GO:0003674																																															
EER93047	GO:0005096	GO:0005739	GO:0090630																																																	
OQU90570	GO:0005739	GO:0042626	GO:0140359	GO:0000302	GO:0005886	GO:0042908																																														
EER90454	GO:0009407	GO:0006749	GO:0004364	GO:0005737	GO:0009536	GO:0005777																																														
EER93049	GO:0003674	GO:1901701	GO:0005737	GO:0009536	GO:0009941																																															
EER93051	GO:0005739	GO:0009451	GO:0003723	GO:0043231	GO:0008270																																															
EER90457	GO:0003674	GO:0009507	GO:0009416																																																	
OQU90580	GO:0003674	GO:0005634	GO:0005886	GO:0040007	GO:0010629	GO:0008104	GO:0010243	GO:0048507																																												
KXG37070	GO:0006974	GO:0009909	GO:0071217	GO:0009944	GO:1902066	GO:2000024	GO:0010044	GO:0009793	GO:0048359	GO:0005515	GO:0009620	GO:0005634	GO:0006979	GO:0009733	GO:0045893	GO:0048358	GO:0045892	GO:0009617	GO:0047484	GO:0001666	GO:0009414	GO:0006355	GO:0010272	GO:0080001	GO:0045995	GO:1901001	GO:0046898	GO:0009908	GO:0009827	GO:0010192	GO:1902183	GO:0003714	GO:0010393	GO:1902074	GO:0009624	GO:0009611	GO:0003713	GO:0010073														
KXG21060	GO:0051603	GO:0005615	GO:0042742	GO:0009507	GO:0010623	GO:0009505	GO:0005515	GO:0005764	GO:0004197																																											
EES17559	GO:0005515	GO:0042761	GO:0043231	GO:0020037	GO:0009507	GO:0043447	GO:0005783	GO:0016020																																												
KXG21061	GO:0051762	GO:0016102	GO:0010333	GO:0000287	GO:0009507	GO:0009975																																														
KXG21064	GO:0016102	GO:0080027	GO:0051762	GO:0000287	GO:0009507	GO:0016106	GO:0080017	GO:0080016																																												
KXG21067	GO:0016114	GO:0051762	GO:0016102	GO:0010333	GO:0000287	GO:0009507	GO:0009975																																													
EES18867	GO:0005576	GO:0009505	GO:0050832	GO:0005829	GO:0009611																																															
EES18868	GO:0005576	GO:0009505	GO:0050832	GO:0005829	GO:0009611																																															
EES18872	GO:0005576	GO:0009505	GO:0050832	GO:0005829	GO:0009611																																															
EES18877	GO:0003729	GO:0005737	GO:0010608																																																	
EES17560	GO:0016567	GO:0005737	GO:0005634	GO:0061630																																																
OQU77216	GO:0000785	GO:0005515	GO:0000082	GO:2000134	GO:0001558	GO:0006357	GO:0009553	GO:0010090	GO:0007129	GO:0051726	GO:0006349	GO:0030154	GO:0051783	GO:0001708	GO:0010377	GO:0048366	GO:0008356	GO:0009960	GO:2000036	GO:0070176	GO:0022619	GO:0005634	GO:0048229	GO:0009555	GO:0000977	GO:1903866	GO:2000653	GO:0008134	GO:0032875	GO:0003677	GO:0009567	GO:0005667																				
EES17562	GO:0005515	GO:0009535	GO:0032055	GO:0009507	GO:0005886																																															
EES17563	GO:0009570	GO:0005783	GO:0009507	GO:0048046	GO:0005507	GO:0009579	GO:0016491																																													
KXG21079	GO:0006355	GO:0003700	GO:0005634	GO:0043565																																																
KXG21080	GO:0006355	GO:0003700	GO:0005634	GO:0043565																																																
OQU77223	GO:0006355	GO:0003700	GO:0005634	GO:0043565																																																
EES18882	GO:0006355	GO:0003700	GO:0005634	GO:0043565																																																
EES18883	GO:0009507	GO:0097250	GO:0003674																																																	
KXG21081	GO:0032870	GO:0009414	GO:0016730	GO:0009535	GO:1901698	GO:0065008	GO:0009737	GO:1901701	GO:0005739	GO:0009773	GO:0098542	GO:0007165	GO:0009416																																							
EES18885	GO:0004674	GO:1903046	GO:0004672	GO:0006468	GO:0009892	GO:0005524	GO:0005739	GO:0010035	GO:0010187	GO:0009637																																										
EES17566	GO:0009871	GO:0016998	GO:0099503	GO:0050832	GO:0005622	GO:0000325	GO:0005773	GO:0004568	GO:0005576																																											
EES17567	GO:0003684	GO:0006289	GO:0005662	GO:0000724	GO:0007004	GO:0006268	GO:0043047	GO:0005634	GO:0051321	GO:0008270																																										
OQU77227	GO:0006164	GO:0004641	GO:0005524	GO:0005829	GO:0046084	GO:0004637	GO:0006189	GO:0005739	GO:0009507	GO:0005507	GO:0009570																																									
EES17568	GO:0007131	GO:0007004	GO:0051026	GO:0009555	GO:0006289	GO:0006268	GO:0007141	GO:0005662	GO:0000724	GO:0051321	GO:0000785	GO:0005634	GO:0048232	GO:0043047	GO:0003684																																					
KXG21085	GO:0003684	GO:0006289	GO:0005662	GO:0000724	GO:0007004	GO:0006268	GO:0043047	GO:0005634	GO:0051321	GO:0008270																																										
OQU77228	GO:0006268	GO:0000724	GO:0007004	GO:0006289	GO:0005634	GO:0003684	GO:0043047	GO:0051321	GO:0005662																																											
EES17570	GO:0006268	GO:0000724	GO:0007004	GO:0006289	GO:0005634	GO:0003684	GO:0043047	GO:0051321	GO:0005662																																											
EES17571	GO:0046540	GO:0005634	GO:0005829	GO:0005730	GO:0071011	GO:0005685	GO:0000387	GO:0003674	GO:0005686	GO:0005682	GO:0071013																																									
EES17572	GO:0005576	GO:0007165	GO:0016301																																																	
EES18890	GO:0043531																																																			
OQU77233	GO:0043531	GO:0005515	GO:0006952	GO:0005576																																																
KXG21089	GO:0043531																																																			
KXG21091	GO:0009941	GO:0009707	GO:0009409	GO:0009611	GO:0000325	GO:0009527	GO:0009507	GO:0003729	GO:0009744	GO:0042803	GO:0015171	GO:0045037	GO:0005777	GO:0009753	GO:0009536	GO:0005515	GO:0009749																																			
EES17579	GO:0005739	GO:0006470	GO:0017018	GO:0048366																																																
EES17580	GO:0005576	GO:0071555	GO:0052793																																																	
EES17581	GO:0009451	GO:0009507	GO:0043231	GO:0003723																																																
OQU77236	GO:0009415	GO:1901701	GO:0009416	GO:0009408	GO:0009755	GO:0005634	GO:0009507	GO:0009737	GO:0016567	GO:0005515																																										
EES18894	GO:0005634	GO:0006900	GO:0005886	GO:0000149	GO:0005546	GO:0072583	GO:0030136	GO:0005545	GO:0032050	GO:0005905	GO:0005829	GO:0009504																																								
KXG21095	GO:0005634	GO:0045893	GO:0000976	GO:0009640	GO:0003700	GO:0006355	GO:0003677																																													
EES18896	GO:0003674	GO:0009793	GO:0005575																																																	
EES18897	GO:0052651	GO:0019915	GO:0010187	GO:0046340	GO:0047372	GO:0005737	GO:0005634	GO:0008970																																												
EES18898	GO:0005576	GO:0099503	GO:0003674																																																	
EES18900	GO:0005739	GO:0003674	GO:0005829	GO:0005753	GO:0005750	GO:0006950																																														
OQU77242	GO:0019752	GO:0044248	GO:0009642	GO:0005634	GO:1901565																																															
KXG21102	GO:0015299	GO:0009507	GO:0030104	GO:0005783	GO:0015385	GO:0006885	GO:0006812	GO:0012505	GO:0006623	GO:0005451	GO:0030007																																									
KXG21104	GO:0015299	GO:0009507	GO:0030104	GO:0005783	GO:0015385	GO:0006885	GO:0006812	GO:0012505	GO:0006623	GO:0005451	GO:0030007																																									
EES17589	GO:0042742	GO:0015629	GO:0005737	GO:0051015	GO:0009536	GO:0030042	GO:0005829	GO:0002758																																												
EES17590	GO:0005634	GO:0000775	GO:0046982	GO:0003677	GO:0003682	GO:0000792	GO:0070828																																													
EES18902	GO:0005654	GO:0004427	GO:0005829	GO:0000287	GO:0006796	GO:0005737																																														
EES18903	GO:0046856	GO:0046855	GO:0004445	GO:0005737	GO:0004439	GO:0034485																																														
OQU77247	GO:0010431	GO:0005794	GO:0010035	GO:0016020	GO:0009507	GO:0006616	GO:0005784	GO:0009536	GO:0009642	GO:0003674	GO:0031204																																									
KXG21109	GO:0006355	GO:0000976	GO:0003700	GO:0005634																																																
OQU77248	GO:0005515	GO:0019898	GO:0008270	GO:0009920	GO:0000914	GO:0009524	GO:0003729																																													
EES17591	GO:0010035	GO:0009892	GO:0005575	GO:0003674																																																
EES17592	GO:0000976	GO:0006355	GO:0003700	GO:0043565	GO:0005829	GO:0005634																																														
OQU77249	GO:0000976	GO:0006355	GO:0003700	GO:0043565	GO:0005829	GO:0005634																																														
KXG21112	GO:0051287	GO:0006094	GO:0005739	GO:0006096	GO:0046686	GO:0005515	GO:0009507	GO:0004365	GO:0045893	GO:0005829	GO:0016620	GO:0005886	GO:0005576	GO:0009408	GO:0005634	GO:0009506	GO:0005737	GO:0009505	GO:0008270	GO:1901149	GO:0005507	GO:0005777	GO:0005730	GO:0050661																												
EES17594	GO:0003674	GO:0048364	GO:0005739	GO:0019748																																																
OQU77251	GO:0008150	GO:0005575	GO:0003674																																																	
OQU77252	GO:0008150	GO:0005634	GO:0003674																																																	
EES17597	GO:0030173	GO:0046964	GO:0005354	GO:0030176	GO:0022857	GO:0051301																																														
OQU77253	GO:0034051	GO:0004721	GO:0033549	GO:0004725	GO:0005515	GO:0005737	GO:0043407	GO:0017017	GO:0008330	GO:0005634	GO:0006979	GO:0034599	GO:0043409	GO:0035556	GO:0017018	GO:0010193	GO:0005886																																			
EES18909	GO:0004563	GO:0005773	GO:0099503	GO:0000325	GO:0030203	GO:0016020	GO:0102148	GO:0005975	GO:0009507	GO:0015929																																										
EES18910	GO:0005777	GO:0008150																																																		
OQU77257	GO:0010731	GO:0033355	GO:0005829	GO:0080151	GO:0140547	GO:0019852	GO:0045174	GO:0070301	GO:0098869	GO:0004364	GO:0043295	GO:0005886	GO:0005739																																							
EES18912	GO:0010731	GO:0033355	GO:0005829	GO:0080151	GO:0140547	GO:0019852	GO:0045174	GO:0070301	GO:0098869	GO:0004364	GO:0043295	GO:0005886	GO:0005739																																							
EES17598	GO:0005634	GO:0003674	GO:0042546																																																	
KXG21122	GO:0006468	GO:0005576	GO:0010015	GO:0009414	GO:0031347	GO:0050832	GO:0005516	GO:0002237	GO:0010243	GO:0048367	GO:0048544	GO:0002682	GO:0004674	GO:0042742	GO:1901701	GO:0071310	GO:0009888	GO:0009751	GO:0007165	GO:0097305																																
OQU77258	GO:0043531	GO:0005634	GO:0004016	GO:0042742																																																
OQU77259	GO:0004674	GO:0071446	GO:0046777	GO:0005516	GO:0048544	GO:0042742	GO:0006468	GO:0031625	GO:0004672	GO:0005886	GO:0005576																																									
OQU77260	GO:0009506	GO:0030308	GO:0009723	GO:0005886	GO:0010483	GO:0010118	GO:0050832	GO:0009788	GO:0046777	GO:0005576	GO:0005515	GO:0004674	GO:0009791	GO:0016301	GO:0006468	GO:0009741	GO:0004672	GO:0048364	GO:0032922	GO:0004714	GO:0043680																															
KXG21128	GO:0006468	GO:0005576	GO:0010015	GO:0009414	GO:0031347	GO:0050832	GO:0005516	GO:0002237	GO:0010243	GO:0048367	GO:0048544	GO:0002682	GO:0004674	GO:0042742	GO:1901701	GO:0071310	GO:0009888	GO:0009751	GO:0007165	GO:0097305																																
KXG21130	GO:0006468	GO:0005576	GO:0010015	GO:0009414	GO:0031347	GO:0050832	GO:0005516	GO:0002237	GO:0010243	GO:0048367	GO:0048544	GO:0002682	GO:0004674	GO:0042742	GO:1901701	GO:0071310	GO:0009888	GO:0009751	GO:0007165	GO:0097305																																
EES17601	GO:0005576	GO:1901701	GO:0042742	GO:0098542	GO:0006468	GO:0004675	GO:0009620	GO:0004672	GO:0009753	GO:0007165	GO:0016301	GO:0031347	GO:0009506	GO:0010243																																						
OQU77261	GO:0006468	GO:0005576	GO:0010015	GO:0009414	GO:0031347	GO:0050832	GO:0005516	GO:0002237	GO:0010243	GO:0048367	GO:0048544	GO:0002682	GO:0004674	GO:0042742	GO:1901701	GO:0071310	GO:0009888	GO:0009751	GO:0007165	GO:0097305																																
KXG21138	GO:0005515	GO:0043531																																																		
EES17606	GO:0005634	GO:0071242	GO:0052751	GO:0005829																																																
OQU77266	GO:0009637	GO:0006952	GO:0043531	GO:0007165																																																
EES17607	GO:0061666	GO:0071568	GO:0005789	GO:0032434	GO:0034976	GO:0071569	GO:1990592																																													
KXG21144	GO:0006952	GO:0009626	GO:0043531	GO:0098542	GO:0005737	GO:0005575																																														
EES18919	GO:0034220	GO:0005388	GO:0070588	GO:0005634	GO:0016021	GO:0006874	GO:0005783	GO:0016887	GO:0015662	GO:0005576																																										
EES17612	GO:0003674	GO:0005576	GO:0008150																																																	
EES18921	GO:0042546	GO:0009414	GO:0071669	GO:0009888	GO:0003674	GO:0005634	GO:0044087	GO:0009737	GO:0048522																																											
EES18923	GO:0140359	GO:0010208	GO:0005886	GO:0042626																																																
EES18924	GO:0000398	GO:0016607	GO:0008270	GO:0005634	GO:0008380	GO:0003729	GO:0003723																																													
KXG21152	GO:0000398	GO:0016607	GO:0008270	GO:0005634	GO:0008380	GO:0003729	GO:0003723																																													
EES17613	GO:0003735	GO:0022626	GO:0017148	GO:0005840	GO:0022625	GO:0006412	GO:0003729	GO:0005737	GO:0009536																																											
EES17614	GO:0009624	GO:0010208	GO:0042626	GO:0005886																																																
OQU77274	GO:0005739	GO:0003674	GO:0008150																																																	
EES17616	GO:0008150	GO:0051015	GO:0005886																																																	
OQU77279	GO:0005886	GO:0005887	GO:0010044																																																	
EES18927	GO:0005886	GO:0005887	GO:0010044																																																	
OQU77280	GO:0098542	GO:0005575	GO:0003674																																																	
OQU77281	GO:0005634	GO:0010865	GO:0009943	GO:0003700	GO:0099402	GO:0006355	GO:0005515	GO:0009947	GO:0010482	GO:0009908																																										
EES17622	GO:0031011	GO:0003674	GO:0008150	GO:0005634																																																
KXG21163	GO:0007018	GO:0008017	GO:0005737																																																	
EES17623	GO:0009056	GO:0005576	GO:0019752	GO:0005886	GO:0003674	GO:0009416																																														
EES18931	GO:0005886	GO:0009535	GO:0005515	GO:0009534	GO:0090351	GO:0010027																																														
EES17624	GO:0080084	GO:0003700	GO:0005634	GO:0008097	GO:0010468	GO:0005730	GO:0005829	GO:0003723																																												
EES18932	GO:0009570	GO:0009507	GO:0009536	GO:0022626	GO:0015934	GO:0009941	GO:0003735	GO:0006412																																												
OQU77291	GO:0048316	GO:0010093	GO:0000976	GO:0003700	GO:0048481	GO:0005634	GO:0009908	GO:0006355	GO:0030154	GO:0010073	GO:0019953																																									
OQU77292	GO:0044248	GO:0098771	GO:0009404	GO:0090558	GO:0032787	GO:0042742	GO:0050832	GO:0044550	GO:0031347	GO:0006979	GO:0030154	GO:0010015	GO:0014070																																							
OQU77293	GO:0006355	GO:0005634	GO:0000976	GO:0003700																																																
EES18935	GO:0000400	GO:0005657	GO:0000724	GO:0033063	GO:0005634	GO:0005737	GO:0006281	GO:0008094	GO:0003690	GO:0003677	GO:0000150	GO:0003697																																								
KXG21170	GO:0035175	GO:0007052	GO:0044022	GO:0035174	GO:0005634	GO:0016310	GO:0016572	GO:0051233	GO:0043988	GO:0032465	GO:0005515	GO:0005819	GO:0043987	GO:0005876	GO:0031616	GO:0032133	GO:0007059	GO:0000775																																		
EES18936	GO:0005783	GO:0010035	GO:0010015	GO:0031347	GO:0042742	GO:0008514	GO:0030154	GO:0005794	GO:0009888	GO:0015297	GO:0005886	GO:0002682	GO:0048589																																							
EES17627	GO:0061630	GO:0043161	GO:0006511	GO:0000209	GO:0016567	GO:0005737	GO:0000151	GO:0004842	GO:0005634																																											
EES18937	GO:0035098	GO:0005515	GO:0098532	GO:0006355	GO:2000028	GO:0005634																																														
OQU77296	GO:0044085	GO:0005576	GO:0051128	GO:0007010	GO:0009507																																															
EES18938	GO:0009415	GO:0048316																																																		
EES17629	GO:0008150	GO:0003674	GO:0009507																																																	
KXG21172	GO:0047793	GO:0000911	GO:0016126	GO:0005739	GO:0006907	GO:0009958	GO:0005783																																													
EES17631	GO:0009734	GO:0009506	GO:0048316	GO:0005576	GO:0097305																																															
EES18939	GO:0009651	GO:0098542	GO:0009414	GO:0009788	GO:0009620	GO:0002376	GO:0009863	GO:0044248	GO:0048827	GO:1901575	GO:0005634	GO:0010243	GO:0031347																																							
OQU77301	GO:0010417	GO:0042285	GO:0010413	GO:0047517	GO:0000139	GO:0005794	GO:0009834	GO:0016757	GO:0005975	GO:0015018																																										
KXG21176	GO:0048589	GO:0005634	GO:0005886	GO:0090558	GO:0042546	GO:0009416	GO:0005874	GO:0060560	GO:0051301	GO:0071669	GO:0019752	GO:0048367																																								
EES18940	GO:0036297	GO:0045145	GO:0005634	GO:0009507																																																
KXG21178	GO:0016036	GO:0005634	GO:0019789	GO:0009910	GO:0010183	GO:2000070	GO:0050826	GO:0032183	GO:0010113	GO:0005515	GO:0008270	GO:0009787	GO:0009826	GO:0009414	GO:0048589	GO:0090352	GO:0062210	GO:0061665	GO:0016925	GO:0010286	GO:0009553	GO:0010247	GO:0048481	GO:0010337	GO:0051301	GO:0040008																										
OQU77305	GO:0016301	GO:0009507	GO:0004675	GO:0002229	GO:0042742	GO:0006468	GO:0005886																																													
EES17638	GO:0004674	GO:0006468	GO:0016310	GO:0005634																																																
EES18942	GO:0005739	GO:0009083	GO:0006552	GO:0050660	GO:0008470	GO:0005524	GO:0003995	GO:0005759	GO:0010230	GO:0005829																																										
EES18943	GO:0005739	GO:0010035	GO:0003674	GO:0009507																																																
EES17639	GO:0035265	GO:0009734	GO:0003674	GO:0009506																																																
OQU77310	GO:0000122	GO:1900055	GO:0005634	GO:0005515	GO:0008380	GO:2000617	GO:0010582	GO:1990619	GO:0010468																																											
OQU77319	GO:0048015	GO:0004435	GO:0005886																																																	
OQU77320	GO:0050832	GO:0016301	GO:0048364	GO:0048589	GO:0042803	GO:0009753	GO:0006468	GO:0009755	GO:0030154	GO:0042742	GO:0006464	GO:0004674	GO:1901701	GO:0044550	GO:0031347	GO:0009266	GO:0010200	GO:0005576	GO:0048523	GO:0002682	GO:0014070																															
EES17644	GO:0005737	GO:0009790	GO:0048316	GO:0005829	GO:0006457	GO:0051085	GO:0010629	GO:0051087	GO:0051082	GO:0044085																																										
OQU77321	GO:2000022	GO:1900150	GO:0120091	GO:0005737	GO:1900366	GO:0051213																																														
EES17645	GO:0005634	GO:0003700	GO:0043565	GO:0006355	GO:0005515	GO:0016592	GO:0005730																																													
OQU77325	GO:0006355	GO:0000932	GO:0010494	GO:0006412	GO:0003723	GO:0005515	GO:0009507	GO:0003700																																												
EES18951	GO:0004674	GO:0005516	GO:0005886	GO:0045087	GO:0048544	GO:0006468	GO:0005576																																													
OQU77333	GO:0005773	GO:0006829	GO:0005385	GO:0015103	GO:0000325	GO:0005774	GO:0071577	GO:0006882	GO:0010038	GO:0005886	GO:0016020	GO:0046873																																								
EES17650	GO:0004357	GO:0042742	GO:0009507	GO:0010193	GO:0009700	GO:0006750	GO:0009536	GO:0050832	GO:0002213	GO:0019761	GO:0009570	GO:0005829	GO:0052544	GO:0009408	GO:0009753	GO:0009908	GO:0046686																																			
EES17651	GO:0006526	GO:0009507	GO:0042742	GO:0048364	GO:0030170	GO:0005507	GO:0009570	GO:0003992	GO:0080022	GO:0005739	GO:0042802	GO:0005515																																								
KXG21209	GO:0008810	GO:0005576																																																		
OQU77336	GO:0042742	GO:0009620	GO:0097305	GO:1901701	GO:0008308	GO:0005886	GO:0009507	GO:0006873	GO:0009611																																											
EES18954	GO:0005515	GO:0000981	GO:0000976	GO:0005634	GO:0006357	GO:0000978	GO:0003700	GO:0010073																																												
EES18955	GO:0005737	GO:0008150																																																		
EES18956	GO:0005634	GO:0035335	GO:0045739	GO:0030154	GO:0004725	GO:0016576	GO:0030946	GO:0048856	GO:0006470	GO:0005515																																										
EES17654	GO:0006468	GO:0005515	GO:0046777	GO:0004672	GO:0004674	GO:0072593	GO:0005886	GO:0016301	GO:0009506	GO:0010193	GO:0052545																																									
OQU77339	GO:0005575	GO:0042742	GO:0003674																																																	
KXG21215	GO:0009507	GO:0005634	GO:0005506	GO:0008150																																																
EES18960	GO:0009570	GO:0005829	GO:0044183	GO:0061077	GO:0101031	GO:0005515	GO:0009507	GO:1905538																																												
EES18961	GO:0034755	GO:0005886	GO:0005739	GO:0006826	GO:0009507	GO:0009941	GO:0006879	GO:0022857	GO:0005381																																											
OQU77340	GO:0047793	GO:0000911	GO:0016126	GO:0005739	GO:0006907	GO:0009958	GO:0005783																																													
KXG21217	GO:0005783	GO:0006631	GO:0004467	GO:0010143	GO:0005634	GO:0010025	GO:0016020	GO:0031957																																												
EES18962	GO:0044030	GO:0042393	GO:0036123	GO:0000792	GO:0000775	GO:0035064	GO:0006346	GO:0005634																																												
EES18963	GO:0003674	GO:0048868	GO:0005739	GO:0009555																																																
KXG21220	GO:0009737	GO:0005634	GO:0000976	GO:0006355	GO:1902074	GO:0003700	GO:0043565	GO:0005515																																												
KXG21221	GO:0009737	GO:0005634	GO:0000976	GO:0006355	GO:1902074	GO:0003700	GO:0043565	GO:0005515																																												
EES18966	GO:0005524	GO:0005515	GO:0030234	GO:0042304	GO:0009536	GO:2000013	GO:0005829	GO:0009718	GO:0009534	GO:0009507	GO:0010307	GO:0006808	GO:0000287	GO:0009416	GO:0009744	GO:0006807																																				
KXG21225	GO:0006306	GO:0005634																																																		
EES18967	GO:0009933	GO:0004674	GO:0042538	GO:1901002	GO:0005515	GO:0006468	GO:0004672	GO:0016310	GO:0005737	GO:0009651	GO:0007165	GO:0005634																																								
EES17660	GO:0005634	GO:0006470	GO:0005829	GO:0005739	GO:0009651	GO:0017018	GO:0009507																																													
OQU77343	GO:0005515	GO:0070940	GO:0008420	GO:0005737	GO:0005634	GO:0005829	GO:0043175	GO:0030154	GO:0017018																																											
EES17661	GO:0020037	GO:0005576	GO:0009505	GO:0042744	GO:0006979	GO:0006950	GO:0004601																																													
KXG21227	GO:0009506	GO:0006950	GO:0009505	GO:0004601	GO:0005576	GO:0005739	GO:0000325	GO:0006979	GO:0020037																																											
EES18970	GO:0006979	GO:0042538	GO:0004601	GO:0005783	GO:0009269	GO:0005576	GO:0020037	GO:0009505	GO:0009409	GO:0006950																																										
KXG21228	GO:0009506	GO:0006950	GO:0009505	GO:0004601	GO:0005576	GO:0005739	GO:0000325	GO:0006979	GO:0020037																																											
EES17663	GO:0008150	GO:0003674	GO:0009536																																																	
OQU77347	GO:0006468	GO:0016310	GO:0004672	GO:0005737	GO:0005524	GO:0005739																																														
KXG21230	GO:0005737	GO:0004364	GO:0010731	GO:0005829	GO:0006749	GO:0005886																																														
OQU77354	GO:0006979	GO:0042538	GO:0004601	GO:0005783	GO:0009269	GO:0005576	GO:0020037	GO:0009505	GO:0009409	GO:0006950																																										
EES18974	GO:0009809	GO:1901430	GO:0009505	GO:0005576	GO:0020037	GO:0005794	GO:0006979	GO:0010089	GO:0005515	GO:0048046																																										
EES17664	GO:0006979	GO:0042538	GO:0004601	GO:0005783	GO:0009269	GO:0005576	GO:0020037	GO:0009505	GO:0009409	GO:0006950																																										
EES17665	GO:0006556	GO:0009693	GO:0005829	GO:0009505	GO:0005576	GO:0005737	GO:0005515	GO:0004478																																												
EES17666	GO:0009789	GO:0005515	GO:0005886	GO:0005829	GO:0006468	GO:0004674	GO:0000287	GO:1902584																																												
EES18975	GO:0009737	GO:0005737	GO:0032870	GO:0009414	GO:0005515	GO:1901701	GO:0007165	GO:0005635	GO:0043621	GO:0051641	GO:0005654																																									
KXG21235	GO:0005634	GO:0061015																																																		
EES18976	GO:0006415	GO:0009507	GO:0016149	GO:0003747																																																
OQU77359	GO:0005515	GO:0009737	GO:0009651	GO:0005886	GO:0006970	GO:0006468	GO:0004674	GO:0035556																																												
EES17668	GO:0016410	GO:0044550	GO:0009888	GO:0005737																																																
EES17669	GO:0006511	GO:0005634	GO:0003674																																																	
OQU77362	GO:0010315	GO:0048767	GO:0005886	GO:0009735	GO:0009630	GO:0055085	GO:0010329	GO:0016020	GO:0005634	GO:0009733	GO:0010328	GO:0009506	GO:0009926	GO:0042626	GO:0016021	GO:0010540	GO:0008559	GO:0060919	GO:0005829	GO:0140359																																
EES17671	GO:0005829	GO:0019432	GO:0004144																																																	
KXG21241	GO:0005576	GO:0004175	GO:0009506	GO:0006629	GO:0044257	GO:0000325	GO:0005773	GO:0099503																																												
KXG21246	GO:0045892	GO:0003700	GO:0006355	GO:0000976	GO:1900057	GO:0005634	GO:0005515	GO:0003677	GO:0043565																																											
EES18981	GO:0042372	GO:0005777	GO:0051289	GO:0061522	GO:0009507																																															
EES18982	GO:0042372	GO:0005777	GO:0051289	GO:0061522	GO:0009507																																															
EES17673	GO:0048364	GO:0071669	GO:0003674																																																	
EES17674	GO:0071456	GO:0002239	GO:0005739	GO:0006032	GO:0016998	GO:0005576	GO:0005975	GO:0004568																																												
EES18986	GO:0009737	GO:0003674	GO:0042538	GO:0016021	GO:0009409																																															
EES18987	GO:0009737	GO:0003674	GO:0042538	GO:0016021	GO:0009409																																															
KXG21254	GO:0006357	GO:0000228	GO:0005515	GO:0005634	GO:0003712	GO:0006338	GO:0003682																																													
OQU77367	GO:0005778	GO:0005777	GO:0005739	GO:0055085	GO:0000325	GO:0043132	GO:0044375																																													
OQU77368	GO:0006355	GO:0003700	GO:0046983	GO:0007029	GO:0005634																																															
KXG21255	GO:0006355	GO:0042548	GO:0005634	GO:0005515	GO:0009704	GO:0010017	GO:0003700	GO:0009826	GO:0000976	GO:1905421	GO:0007165	GO:0009740	GO:0042802	GO:0003677	GO:1990785	GO:0046983	GO:0031539	GO:0009639																																		
OQU77376	GO:0000976	GO:0048364	GO:0010087	GO:0010119	GO:0010214	GO:0010089	GO:0003700	GO:0005634																																												
EES17679	GO:0008380	GO:0005730	GO:0010628	GO:0035145	GO:0005515	GO:0003729	GO:0005634	GO:0016604	GO:0005737	GO:0005654	GO:0005829																																									
KXG21258	GO:0044085	GO:0009507																																																		
OQU77380	GO:0048316	GO:0009507	GO:0008106																																																	
EES18990	GO:0016747	GO:0008150	GO:0005737																																																	
KXG21261	GO:0010327	GO:0102165	GO:0010597	GO:0016747																																																
KXG21260	GO:0008173	GO:0003723	GO:0006396	GO:0001510	GO:0005739																																															
EES17686	GO:0005785	GO:0005789	GO:0006614	GO:0005783	GO:0003924	GO:0006605	GO:0016020	GO:0045047	GO:0005047																																											
OQU77383	GO:0005975	GO:0005634	GO:0016791																																																	
KXG21270	GO:0003674	GO:0005737	GO:0008150																																																	
OQU77388	GO:0065003	GO:0009416	GO:0003674	GO:0005739	GO:0015995																																															
OQU77387	GO:0000811	GO:0006261	GO:0000727	GO:0005515	GO:0006270	GO:0005634																																														
KXG21277	GO:0005634	GO:0035556	GO:0004707	GO:0006468	GO:0004674	GO:0005737	GO:0000325	GO:0007165																																												
EES18995	GO:0006355	GO:0005634	GO:0000976	GO:0003700																																																
EES18996	GO:0006355	GO:1902074	GO:0090359	GO:0009737	GO:0009739	GO:0003700	GO:0005634	GO:0009751																																												
EES18997	GO:0009739	GO:0045893	GO:0000976	GO:0009414	GO:0006355	GO:1901001	GO:0009787	GO:0009751	GO:0010116	GO:1905615	GO:1901371	GO:0005634	GO:0009651	GO:0003700	GO:0005515																																					
EES17690	GO:0008106	GO:0005829	GO:0005737	GO:0016616	GO:0047501	GO:0005886	GO:0006952	GO:0047504																																												
EES18998	GO:0003674	GO:0005576	GO:0008150																																																	
KXG21278	GO:0006355	GO:0008270	GO:0003700	GO:0005634																																																
OQU77389	GO:0009739	GO:0045893	GO:0000976	GO:0009414	GO:0006355	GO:1901001	GO:0009787	GO:0009751	GO:0010116	GO:1905615	GO:1901371	GO:0005634	GO:0009651	GO:0003700	GO:0005515																																					
KXG21280	GO:0005634	GO:0006355	GO:0010114	GO:0000976	GO:0044281	GO:0003700	GO:1901135																																													
KXG21281	GO:0009739	GO:0005634	GO:0009751	GO:0006355	GO:0003700																																															
OQU77390	GO:0005634	GO:0009739	GO:0006355	GO:0009751	GO:0003700																																															
KXG21283	GO:0009739	GO:0045893	GO:0000976	GO:0009414	GO:0006355	GO:1901001	GO:0009787	GO:0009751	GO:0010116	GO:1905615	GO:1901371	GO:0005634	GO:0009651	GO:0003700	GO:0005515																																					
KXG21282	GO:0005737	GO:0004364	GO:0009507	GO:0071456	GO:0005829	GO:0006749																																														
OQU77391	GO:0008150	GO:0005739	GO:0016746	GO:0005783																																																
